,GDP_Raw,Inflation,Interest_Rate,FDI_pct_GDP,Investment_pct_GDP,Export_pct_GDP,Unemployment_Rate,Gov_Spending_pct_GDP,GDP_Growth,log_GDP,GDP_qoq_pct_recalc,GDP_yoy_pct_recalc,Inflation_lag1,Inflation_lag2,Interest_Rate_lag1,Interest_Rate_lag2,log_GDP_diff1,log_GDP_diff4,Inflation_scaled,Interest_Rate_scaled,FDI_pct_GDP_scaled,Investment_pct_GDP_scaled,Export_pct_GDP_scaled,Unemployment_Rate_scaled,Gov_Spending_pct_GDP_scaled
2004-04-01,48.338,3.572,3.861,3.526,28.629,82.223,2.415,18.104,2.5,3.878218000815785,2.500053012150394,9.99908975059165,3.916,3.863,3.488,3.806,0.024693129781949263,0.09530190477546574,0.40242486025112784,-1.0024491305079848,-1.384280667729418,-0.5198881257363138,0.11819367718381765,-0.8996285924054841,-0.18575011129168822
2004-07-01,49.517,3.229,4.234,3.357,29.115,86.007,2.694,18.763,2.439,3.902316044958004,2.4390748479457214,10.00111074086416,3.572,3.916,3.861,3.488,0.024098044142218722,0.09532027739756366,-0.34325592343123706,-0.6637082043299884,-1.5830895932186113,-0.3302644633770055,0.7396836134433473,-0.0273562126274475,0.17985093408007824
2004-10-01,50.696,2.885,4.608,3.188,29.6,89.79,2.974,19.422,2.381,3.9258470120212157,2.3810004644869265,10.000650942782109,3.229,3.572,4.234,3.861,0.023530967063211783,0.09531609744847103,-1.0911107035674872,-0.324059125534893,-1.7818985187078051,-0.14103097316246715,1.3610093081763806,0.8480425914508698,0.5454519794518428
2005-01-01,51.875,2.541,4.981,3.019,30.086,93.573,3.253,20.082,2.326,3.9488369785508626,2.325627268423558,10.000212048601531,2.885,3.229,4.608,4.234,0.02298996652964691,0.09531210751702668,-1.8389654837037361,0.014681800643103713,-1.9807074441969992,0.04859268919684115,1.9823350029094113,1.7203149712289063,0.9116078063795591
2005-04-01,53.172,3.016,4.52,3.728,31.083,89.7,3.06,20.381,2.5,3.9735319420053528,2.5002409638554157,10.000413753154858,2.541,2.885,4.981,4.608,0.024694963454490182,0.0953139411895676,-0.8063171681086242,-0.4039765558396215,-1.1466510644819787,0.437594317534766,1.3462275707917717,1.1169150812749238,1.0774874916089332
2005-07-01,54.469,3.49,4.059,4.437,32.081,85.826,2.867,20.681,2.439,3.9976317324974837,2.439253742571279,10.000605852535482,3.016,2.541,4.52,4.981,0.024099790492130957,0.09531568753947983,0.22415715103260359,-0.822634912322346,-0.31259468476695845,0.826986118017465,0.7099558971476333,0.513515191320941,1.2439219583942591
2005-10-01,55.765,3.965,3.598,5.145,33.078,81.953,2.674,20.98,2.381,4.0211464324465,2.379335034606833,9.998816474672555,3.49,3.016,4.059,4.52,0.023514699949016116,0.09529942042528416,1.2568054666277146,-1.2412932688050713,0.5202853107735687,1.2159877463553899,0.07384846502999359,-0.08988469863304159,1.4098016436236334
2006-01-01,57.062,4.44,3.138,5.854,34.076,78.08,2.481,21.28,2.326,4.044138395994782,2.325831614812146,9.99903614457831,3.965,3.49,3.598,4.059,0.022991963548282257,0.09530141744391951,2.2894537822228274,-1.6590434726706969,1.3543416904885894,1.605379546838086,-0.5622589670876484,-0.6932845885870242,1.5762361104089593
2006-04-01,58.489,4.371,4.012,5.759,32.43,79.302,2.431,21.262,2.5,4.068838702369132,2.5007886158914916,9.999623862183116,4.44,3.965,3.138,3.598,0.024700306374350056,0.09530676036377939,2.139448026904801,-0.8653180853260083,1.242585193911824,0.963156196542976,-0.36155582170996625,-0.8496058036010088,1.5662500424018393
2006-07-01,59.915,4.302,4.887,5.664,30.784,80.525,2.38,21.245,2.439,4.09292689113448,2.438065277231627,9.99834768400374,4.371,4.44,4.012,3.138,0.02408818876534813,0.09529515863699656,1.9894422715867723,-0.0706845453642201,1.1308286973350574,0.32093284624786594,-0.16068843480579,-1.009053442915274,1.5568187559506712
2006-10-01,61.342,4.234,5.762,5.569,29.139,81.747,2.33,21.227,2.381,4.116464763306183,2.3817074188433596,10.000896619743571,4.302,4.371,4.887,4.012,0.023537872171703,0.09531833085968344,1.8416105127226308,0.7239489945975681,1.019072200758292,-0.32090033190247136,0.04001471057188979,-1.1653746579292585,1.5468326879435512
2007-01-01,62.769,4.165,6.637,5.474,27.493,82.97,2.28,21.21,2.326,4.139461321025224,2.3263017182354684,10.001401983807078,4.234,4.302,5.762,4.887,0.022996557719040744,0.09532292503044193,1.6916047574046043,1.5185825345593562,0.9073157041815266,-0.9631236821975814,0.24088209747606604,-1.3216958729432446,1.5374014014923831
2007-04-01,64.338,3.855,5.987,5.493,27.896,84.121,2.225,21.022,2.5,4.1641504364660635,2.49964154279978,10.000170972319577,4.165,4.234,6.637,5.762,0.024689115440839515,0.09531173409693139,1.0176658567004258,0.9282833334448856,0.9296670034968799,-0.8058843078543672,0.42992409447255525,-1.4936492094586273,1.4331024689735778
2007-07-01,65.907,3.545,5.336,5.513,28.298,85.273,2.17,20.834,2.439,4.188244657415152,2.438683204327141,10.000834515563707,3.855,4.165,5.987,6.637,0.024094220949088196,0.09531776628067146,0.3437269559962475,0.3370759797133153,0.9531946869867248,-0.649035105655927,0.6191303329955409,-1.6656025459740114,1.3288035364547743
2007-10-01,67.476,3.235,4.686,5.532,28.701,86.424,2.116,20.647,2.381,4.2117719790980646,2.38062724748509,9.999673959114475,3.545,3.855,5.336,5.987,0.023527321682912827,0.09530721579188128,-0.33021194470793086,-0.2532232214011562,0.9755459863020781,-0.49179573131271276,0.8081723299920324,-1.8344294581891147,1.225059385491921
2008-01-01,69.045,2.925,4.035,5.552,29.104,87.575,2.061,20.459,2.326,4.234758465937315,2.325271207540469,9.998566171199164,3.235,3.545,4.686,5.336,0.022986486839250198,0.09529714491209074,-1.0041508454121093,-0.8444305751327265,0.999073669791923,-0.33455635696949987,0.9972143269885216,-2.006382794704499,1.1207604529731174
2008-04-01,70.772,2.909,4.439,5.589,29.967,85.454,2.267,20.218,2.5,4.259463442250756,2.501267289448905,10.000310858279725,2.925,3.235,4.035,4.686,0.024704976313441485,0.0953130057846927,-1.0389347886742604,-0.4775369178246552,1.042599884248138,0.002162203968944483,0.6488580492912526,-1.3623393888468804,0.9870580979889062
2008-07-01,72.498,2.894,4.843,5.625,30.83,83.333,2.474,19.977,2.439,4.283558975273226,2.438817611484767,10.000455186854218,2.909,2.925,4.439,4.035,0.024095533022469695,0.0953143178580742,-1.0715447354825263,-0.11064326051658394,1.0849497145298592,0.33888076490738883,0.30050177159398583,-0.7151695586889811,0.8533557430046949
2008-10-01,74.224,2.879,5.246,5.662,31.693,81.212,2.68,19.735,2.381,4.307087548009388,2.380755331181539,10.000592803367137,2.894,2.909,4.843,4.439,0.023528572736162268,0.09531556891132364,-1.1041546822907933,0.25534224417438867,1.1284759289860733,0.6755993258458346,-0.047854506103280854,-0.07112615283136267,0.7190986064645317
2009-01-01,75.95,2.864,5.65,5.699,32.556,79.091,2.886,19.494,2.326,4.330075229041782,2.3253934037507973,10.000724165399388,2.879,2.894,5.246,4.843,0.02298768103239368,0.09531676310446713,-1.1367646290990603,0.6222359014824599,1.1720021434422871,1.0123178867842775,-0.3962107838005499,0.5729172530262558,0.5853962514803204
2009-04-01,77.849,2.864,5.299,5.089,31.239,82.892,2.919,18.518,2.5,4.35477105298235,2.5003291639236425,9.999717402362517,2.864,2.879,5.65,5.246,0.024695823940567685,0.09530761073159333,-1.1367646290990603,0.30347433288064546,0.45440779700200246,0.49846117211923663,0.22807125840940506,0.6760892549354857,0.04392945287206184
2009-07-01,79.747,2.865,4.948,4.479,29.922,86.693,2.951,17.542,2.439,4.378859123402537,2.438053154183084,9.99889652128334,2.864,2.864,5.299,5.65,0.02408807042018779,0.09530014812931142,-1.1345906326451751,-0.015287235721168963,-0.2631865494382833,-0.01539554254580567,0.85235330061936,0.7761348325444363,-0.49753734573619673
2009-10-01,81.646,2.866,4.598,3.869,28.605,90.494,2.984,16.565,2.381,4.402392828626732,2.381280800531682,9.999461090752316,2.865,2.864,4.948,5.299,0.023533705224195067,0.09530528061734422,-1.1324166361912908,-0.3331406517058847,-0.9807808958785685,-0.529252257210848,1.476635342829315,0.8793068344536662,-1.039558925900407
2010-01-01,83.545,2.867,4.247,3.259,27.288,94.295,3.016,15.589,2.326,4.425385408846107,2.3258947162138943,10.000000000000009,2.866,2.865,4.598,4.948,0.022992580219374226,0.09531017980432477,-1.1302426397374068,-0.6519022203076992,-1.6983752423188543,-1.0431089718758904,2.1009173850392697,0.9793524120626167,-1.5810257245086667
2010-04-01,85.634,2.927,4.455,3.508,26.908,94.236,2.768,15.725,2.5,4.450082400547825,2.500448859895865,10.000128453801583,2.867,2.866,4.247,4.598,0.024696991701718574,0.09531134756547566,-0.9998028525043399,-0.4630064759510682,-1.4054555828702786,-1.1913743868893416,2.091227134976027,0.20399918559324995,-1.5055754328993196
2010-07-01,87.722,2.988,4.664,3.757,26.529,94.178,2.521,15.86,2.439,4.474172723107377,2.438283859214785,10.00037618969991,2.927,2.867,4.455,4.247,0.02409032255955168,0.09531359970483955,-0.8671890688173888,-0.2732025789773386,-1.112535923421703,-1.3392496297580219,2.0817011264392784,-0.5682276165758361,-1.430679922845923
2010-10-01,89.811,3.048,4.872,4.006,26.149,94.12,2.273,15.996,2.381,4.497707462238395,2.3813866532910843,10.000489919898104,2.988,2.927,4.664,4.455,0.023534739131018334,0.09531463361166281,-0.7367492815843218,-0.0843068346207076,-0.8196162639731274,-1.4875150447714731,2.0721751179025323,-1.3435808430452014,-1.355229631236575
2011-01-01,91.899,3.108,5.08,4.255,25.77,94.061,2.025,16.131,2.326,4.520690147909621,2.324882252730731,9.99940152013885,3.048,2.988,4.872,4.664,0.02298268567122541,0.095304739063514,-0.606309494351255,0.10458890973592336,-0.5266966045245522,-1.6353902876401534,2.0624848678392893,-2.118934069514568,-1.2803341211831787
2011-04-01,94.197,3.219,5.107,4.042,26.302,89.62,2.211,17.421,2.5,4.545388333941428,2.50057127933927,9.999532895812413,3.108,3.048,5.08,4.872,0.024698186031807623,0.09530593339360305,-0.36499588797008203,0.12910903039760152,-0.7772664336914061,-1.4278187066213208,1.3330882486721203,-1.5374191496625438,-0.5646659140062793
2011-07-01,96.494,3.329,5.134,3.83,26.834,85.178,2.397,18.711,2.439,4.569480830246119,2.438506534178364,9.999772007022202,3.219,3.108,5.107,5.08,0.024092496304691124,0.09530810713874249,-0.12585627804279229,0.15362915105927966,-1.0266598786837673,-1.2202471256024883,0.6035273879784546,-0.9559042298105195,0.15100229317062008
2011-10-01,98.792,3.439,5.16,3.618,27.366,80.736,2.582,20.0,2.381,4.593016629815521,2.3814952225008845,9.999888655064515,3.329,3.219,5.134,5.107,0.02353579956940166,0.09530916757712582,0.11328333188449649,0.17724111910385834,-1.276053323676129,-1.0126755445836557,-0.12603347271520873,-0.37751573425877444,0.8661157187915697
2012-01-01,101.089,3.55,5.187,3.406,27.898,76.295,2.768,21.29,2.326,4.616001316941749,2.325087051583119,10.000108815112242,3.439,3.329,5.16,5.134,0.02298468712622803,0.09531116903212844,0.35459693826566946,0.2017612397655365,-1.52544676866849,-0.805103963564823,-0.855430091882378,0.20399918559324995,1.581783925968469
2012-04-01,103.617,3.503,4.825,4.059,27.576,77.829,2.661,20.779,2.5,4.640701409027747,2.5007666511687843,10.000318481480308,3.55,3.439,5.187,5.16,0.02470009208599766,0.09531307508631848,0.25241910493310116,-0.1269900076243691,-0.7572679027250371,-0.9307393941814845,-0.6034835902380566,-0.1305282145366774,1.298290550877465
2012-07-01,106.144,3.457,4.463,4.713,27.255,79.363,2.554,20.267,2.439,4.664796662764642,2.43878900180472,10.000621800319198,3.503,3.55,4.825,5.187,0.024095253736895472,0.09531583251852283,0.15241526805441608,-0.4557412550142747,0.012087347392908126,-1.0559846526533747,-0.35153708859373295,-0.46505561466660617,1.014242394230509
2012-10-01,108.671,3.41,4.101,5.367,26.934,80.897,2.447,19.756,2.381,4.688324969204133,2.380728067530913,9.999797554457857,3.457,3.503,4.463,4.825,0.023528306439490443,0.09530833938861161,0.05023743472184775,-0.7844925024041803,0.7814425975108533,-1.1812299111252635,-0.09959058694940932,-0.7995830147965335,0.730749019139505
2013-01-01,111.198,3.364,3.739,6.021,26.612,82.431,2.34,19.245,2.326,4.711312396043228,2.3253673933247843,10.00009892273146,3.41,3.457,4.101,4.463,0.02298742683909527,0.09531107910147885,-0.049766402156837336,-1.113243749794086,1.5507978476287985,-1.3068653417419263,0.152355914694912,-1.1341104149264623,0.44725564404850093
2013-04-01,113.978,3.294,4.524,5.811,28.533,81.204,2.497,18.2,2.5,4.736005447314845,2.500044964837489,9.999324435179545,3.364,3.41,3.739,4.101,0.02469305127161725,0.09530403828709844,-0.2019461539287482,-0.40034394537122436,1.3037571709854217,-0.557344651634449,-0.049168438315247635,-0.6432617997825489,-0.132491081920384
2013-07-01,116.758,3.223,5.309,5.601,30.455,79.977,2.654,17.155,2.439,4.760103416685388,2.4390671884047865,9.999623153451909,3.294,3.364,4.524,3.739,0.024097969370543204,0.09530675392074617,-0.3562999021545442,0.31255585905163713,1.0567164943420448,0.19256621061779822,-0.25069279132540495,-0.15241318463863568,-0.7122378078892669
2013-10-01,119.538,3.153,6.094,5.391,32.376,78.749,2.811,16.11,2.381,4.783634312454741,2.3809931653505645,9.999907979129663,3.223,3.294,5.309,4.524,0.023530895769352966,0.09530934325060869,-0.5084796539264551,1.0254556634744987,0.8096758176986679,0.9420869007252741,-0.452381385862061,0.3384354305052776,-1.291984533858152
2014-01-01,122.318,3.082,6.878,5.182,34.297,77.522,2.968,15.064,2.326,4.806624210931216,2.3256203048402924,10.00017985935,3.153,3.223,6.094,5.309,0.02298989847647448,0.0953118148879879,-0.6628334021522512,1.7374473152802608,0.5638115252297836,1.6916075908327501,-0.6539057388722183,0.8292840456491909,-1.8722860413829865
2014-04-01,125.376,3.243,6.684,4.926,33.993,77.422,2.791,15.226,2.5,4.831317222322076,2.500040877058174,10.000175472459617,3.082,3.153,6.878,6.094,0.024693011390859887,0.09531177500723054,-0.3128199730768553,1.5612657075630185,0.26265717655976195,1.5729952588219906,-0.6703298915217843,0.2759069444996835,-1.7824114293189104
2014-07-01,128.434,3.403,6.489,4.67,33.689,77.321,2.615,15.387,2.439,4.855415153710976,2.4390632976008186,10.000171294472327,3.243,3.082,6.684,6.878,0.024097931388900484,0.09531173702558782,0.03501945954465637,1.384175947228677,-0.03849717211025971,1.4543829268112283,-0.6869182856978446,-0.2743437323495431,-1.6930915988107857
2014-10-01,131.492,3.563,6.295,4.414,33.385,77.221,2.438,15.549,2.381,4.878946013265303,2.3809894576202417,10.000167310813302,3.403,3.243,6.489,6.684,0.023530859554326433,0.09531170081056128,0.38285889216616803,1.2079943395114348,-0.3396515207802814,1.3357705948004661,-0.7033424383474084,-0.8277208334990505,-1.6032169867467105
2015-01-01,134.55,3.724,6.101,4.158,33.081,77.121,2.262,15.71,2.326,4.901935877172915,2.3256167675600237,10.000163508232651,3.563,3.403,6.295,6.489,0.02298986390761204,0.09531166624169884,0.7328723212415639,1.0318127317941928,-0.640805869450302,1.2171582627897066,-0.7197665909969745,-1.3779715103482786,-1.513897156238585
